event_id,visit_type,name,country,locale,remarks,date_start,date_end
0,president,Theodore Roosevelt,Panama,Colon,To inspect construction of Panama Canal. First visit abroad by any President or President-elect. Departed the U.S. November 9; returned to U.S. November 26.,1906-11-14,1906-11-17
0,president,Theodore Roosevelt,Panama,Panama City,To inspect construction of Panama Canal. First visit abroad by any President or President-elect. Departed the U.S. November 9; returned to U.S. November 26.,1906-11-14,1906-11-17
1,president,William Howard Taft,Panama,Colon,Inspected construction of Panama Canal. Met with President Obaldia. [Visit made as President-elect.],1909-01-29,1909-02-07
1,president,William Howard Taft,Panama,Panama City,Inspected construction of Panama Canal. Met with President Obaldia. [Visit made as President-elect.],1909-01-29,1909-02-07
2,president,William Howard Taft,Mexico,Ciudad Juarez,Part of an exchange of visits with President Diaz across the border.,1909-10-16,1909-10-16
3,president,Woodrow Wilson,United Kingdom,Bermuda,Vacation. [Visit made as President-elect.],1912-11-18,1912-12-13
4,president,Woodrow Wilson,France,Paris,Attended Preliminary to the Paris Peace Conference. Departed the U.S. December 4.,1918-12-14,1918-12-25
4,president,Woodrow Wilson,France,Chaumont,Attended Preliminary to the Paris Peace Conference. Departed the U.S. December 4.,1918-12-14,1918-12-25
5,president,Woodrow Wilson,United Kingdom,London,Met with Prime Minister Lloyd George and King George V.,1918-12-26,1918-12-31
5,president,Woodrow Wilson,United Kingdom,Carlisle,Met with Prime Minister Lloyd George and King George V.,1918-12-26,1918-12-31
5,president,Woodrow Wilson,United Kingdom,Manchester,Met with Prime Minister Lloyd George and King George V.,1918-12-26,1918-12-31
6,president,Woodrow Wilson,France,Paris,Stopover en route to Italy.,1918-12-31,1919-01-01
7,president,Woodrow Wilson,Italy,Rome,Met with King Victor Emnanuel III and Prime Minister Orlando.,1919-01-01,1919-01-06
7,president,Woodrow Wilson,Italy,Genoa,Met with King Victor Emnanuel III and Prime Minister Orlando.,1919-01-01,1919-01-06
7,president,Woodrow Wilson,Italy,Milan,Met with King Victor Emnanuel III and Prime Minister Orlando.,1919-01-01,1919-01-06
7,president,Woodrow Wilson,Italy,Turin,Met with King Victor Emnanuel III and Prime Minister Orlando.,1919-01-01,1919-01-06
8,president,Woodrow Wilson,Vatican City,,Audience with Pope Benedict XV.,1919-01-04,1919-01-04
9,president,Woodrow Wilson,France,Paris,Attended Paris Peace Conference. Arrived In the U.S. February 24.,1919-01-07,1919-02-14
10,president,Woodrow Wilson,France,Paris,Attended Paris Peace Conference. Departed the U.S. March 5.,1919-03-14,1919-06-18
11,president,Woodrow Wilson,Belgium,Brussels,"Met with King Albert, addressed Parliament.",1919-06-18,1919-06-19
11,president,Woodrow Wilson,Belgium,Charleroi,"Met with King Albert, addressed Parliament.",1919-06-18,1919-06-19
11,president,Woodrow Wilson,Belgium,Malines,"Met with King Albert, addressed Parliament.",1919-06-18,1919-06-19
11,president,Woodrow Wilson,Belgium,Louvain,"Met with King Albert, addressed Parliament.",1919-06-18,1919-06-19
12,president,Woodrow Wilson,France,Paris,Attended Paris Peace Conference. Returned to U.S. July 8.,1919-06-20,1919-06-28
13,president,Warren G. Harding,Panama,Colon,Informal visit to Canal Zone. [Visit made as President-elect.],1920-11-24,1920-11-24
13,president,Warren G. Harding,Panama,Baihos,Informal visit to Canal Zone. [Visit made as President-elect.],1920-11-24,1920-11-24
14,president,Warren G. Harding,United Kingdom,Kingston (Jamaica),Stopped while returning to the U.S. [Visit made as President-elect.],1920-11-30,1920-11-30
15,president,Warren G. Harding,Canada,Vancouver,Official reception during return from Alaska.,1923-07-26,1923-07-26
16,president,Calvin Coolidge,Cuba,Havana,Addressed the Sixth International Conference of American States.,1928-01-15,1928-01-17
17,president,Herbert C. Hoover,Honduras,Amapala,Good will trip. [Visit made as President-elect.],1928-11-26,1928-11-26
18,president,Herbert C. Hoover,El Salvador,Cutuco,Good will trip. [Visit made as President-elect.],1928-11-26,1928-11-26
19,president,Herbert C. Hoover,Nicaragua,Corinto,Good will trip. [Visit made as President-elect.],1928-11-27,1928-11-27
20,president,Herbert C. Hoover,Costa Rica,San Jose,Good will trip. [Visit made as President-elect.],1928-11-28,1928-11-28
21,president,Herbert C. Hoover,Ecuador,Guayaquil,Good will trip. [Visit made as President-elect.],1928-12-01,1928-12-01
22,president,Herbert C. Hoover,Peru,Lima,Good will trip. [Visit made as President-elect.],1928-12-05,1928-12-05
23,president,Herbert C. Hoover,Chile,Antofagasta,Good will trip. [Visit made as President-elect.],1928-12-08,1928-12-11
23,president,Herbert C. Hoover,Chile,Santiago,Good will trip. [Visit made as President-elect.],1928-12-08,1928-12-11
24,president,Herbert C. Hoover,Argentina,Buenos Aires,Good will trip. [Visit made as President-elect.],1928-12-13,1928-12-15
25,president,Herbert C. Hoover,Uruguay,Montevideo,Good will trip. [Visit made as President-elect.],1928-12-16,1928-12-18
26,president,Herbert C. Hoover,Brazil,Rio de Janeiro,Good will trip. [Visit made as President-elect.],1928-12-21,1928-12-23
27,president,Franklin D. Roosevelt,United Kingdom,The Bahamas,Fishing trip. [Visit made as President-elect.],1933-02-06,1933-02-14
28,president,Franklin D. Roosevelt,Canada,Campobello Island,Vacation.,1933-06-29,1933-07-01
29,president,Franklin D. Roosevelt,United Kingdom,The Bahamas,Fishing trip.,1934-03-29,1934-04-11
30,president,Franklin D. Roosevelt,Haiti,Cap Haitien,Informal visit en route to vacation in Hawaii.,1934-07-05,1934-07-06
31,president,Franklin D. Roosevelt,Colombia,Cartagena,Informal visit en route to vacation in Hawaii.,1934-07-10,1934-07-10
32,president,Franklin D. Roosevelt,Panama,Panama City,Informal visit en route to vacation in Hawaii.,1934-07-11,1934-07-12
33,president,Franklin D. Roosevelt,United Kingdom,The Bahamas,Fishing trip.,1935-03-27,1935-04-06
34,president,Franklin D. Roosevelt,Panama,Balboa,"Informal visit with President Arias while returning to Washington, D.C. from West Coast.",1935-10-16,1935-10-16
35,president,Franklin D. Roosevelt,United Kingdom,The Bahamas,Fishing trip.,1936-03-24,1936-04-07
36,president,Franklin D. Roosevelt,Canada,Campobello Island,Vacation.,1936-07-28,1936-07-30
37,president,Franklin D. Roosevelt,Canada,Quebec,Official visit; met with Governor General Lord Tweedsmuir.,1936-07-31,1936-07-31
38,president,Franklin D. Roosevelt,United Kingdom,Trinidad,Stopped on the way to South America.,1936-11-21,1936-11-21
39,president,Franklin D. Roosevelt,Brazil,Rio de Janeiro,Addressed Brazilian Congress.,1936-11-27,1936-11-27
40,president,Franklin D. Roosevelt,Argentina,Buenos Aires,Attended session of Inter-American Conference for the Maintenance of Peace.,1936-11-30,1936-12-02
41,president,Franklin D. Roosevelt,Uruguay,Montevideo,Official visit; met with President Terra.,1936-12-03,1936-12-03
42,president,Franklin D. Roosevelt,United Kingdom,Trinidad,Stopped while returning to the United States.,1936-12-11,1936-12-11
43,president,Franklin D. Roosevelt,Canada,Victoria,Met with the Lieutenant Governor of British Columbia Eric W. Hamber.,1937-09-30,1937-09-30
44,president,Franklin D. Roosevelt,Panama,Balboa,Informal visit with President Arosemena during vacation in the Caribbean.,1938-08-04,1938-08-05
45,president,Franklin D. Roosevelt,Canada,Kingston,Received honorary degree from Queens University and dedicated Thousand Islands Bridge.,1938-08-18,1938-08-18
46,president,Franklin D. Roosevelt,Canada,Campobello Island (Nova Scotia),Fishing trip.,1939-08-14,1939-08-16
46,president,Franklin D. Roosevelt,Canada,Sydney (Nova Scotia),Fishing trip.,1939-08-14,1939-08-16
47,president,Franklin D. Roosevelt,United Kingdom,Bay of Islands (Newfoundland),Fishing trip.,1939-08-17,1939-08-20
47,president,Franklin D. Roosevelt,United Kingdom,Bonne Bay (Newfoundland),Fishing trip.,1939-08-17,1939-08-20
48,president,Franklin D. Roosevelt,Canada,Halifax,Stopped while returning to the United States.,1939-08-21,1939-08-23
49,president,Franklin D. Roosevelt,Panama,Cristobal,Met informally with President Boyd during vacation.,1940-02-27,1940-02-27
49,president,Franklin D. Roosevelt,Panama,Balboa,Met informally with President Boyd during vacation.,1940-02-27,1940-02-27
50,president,Franklin D. Roosevelt,United Kingdom,Jamaica,Inspected British base sites for possible American use.,1940-12-05,1940-12-05
51,president,Franklin D. Roosevelt,United Kingdom,St. Lucia,Inspected British base sites for possible American use.,1940-12-08,1940-12-08
52,president,Franklin D. Roosevelt,France,Martinique,Conferred with U.S. officials.,1940-12-08,1940-12-08
53,president,Franklin D. Roosevelt,United Kingdom,Antigua,Inspected British base sites for possible American use.,1940-12-09,1940-12-09
54,president,Franklin D. Roosevelt,United Kingdom,The Bahamas,"Inspected British base sites for possible American use. Met with the Duke of Windsor at Eleutheria Island, December 13. Returned to the U.S. December 14.",1940-12-12,1940-12-13
55,president,Franklin D. Roosevelt,United Kingdom,Argentia (Newfoundland),Attended conference with Prime Minister Churchill. Announced the Atlantic Charter.,1941-08-09,1941-08-12
56,president,Franklin D. Roosevelt,United Kingdom,Trinidad,Overnight stop en route to Casablanca.,1943-01-11,1943-01-11
57,president,Franklin D. Roosevelt,Brazil,Belem,Overnight stop en route to Casablanca.,1943-01-12,1943-01-12
58,president,Franklin D. Roosevelt,United Kingdom,Bathurst (The Gambia),Overnight stop en route to Casablanca.,1943-01-13,1943-01-13
59,president,Franklin D. Roosevelt,Morocco,Casablanca,Casablanca Conference with British Prime Minister Churchill.,1943-01-14,1943-01-25
60,president,Franklin D. Roosevelt,United Kingdom,Bathurst (The Gambia),Overnight stop en route from Casablanca.,1943-01-25,1943-01-25
61,president,Franklin D. Roosevelt,Liberia,Monrovia,Informal visit; met with President Barclay.,1943-01-26,1943-01-27
62,president,Franklin D. Roosevelt,Brazil,Natal,Informal visit; met with President Vargas.,1943-01-28,1943-01-28
63,president,Franklin D. Roosevelt,United Kingdom,Trinidad,Overnight stop en route from Casablanca.,1943-01-29,1943-01-29
64,president,Franklin D. Roosevelt,Mexico,Monterrey,Part of an exchange of visits with President Avila across the border.,1943-04-20,1943-04-20
65,president,Franklin D. Roosevelt,Canada,Quebec,Attended First Quebec Conference with British Prime Minister Churchill.,1943-08-17,1943-08-25
65,president,Franklin D. Roosevelt,Canada,Ottawa,Attended First Quebec Conference with British Prime Minister Churchill.,1943-08-17,1943-08-25
66,president,Franklin D. Roosevelt,France,Oran (Algeria),Disembarked en route to Cairo.,1943-11-20,1943-11-20
67,president,Franklin D. Roosevelt,Tunisia,Tunis,Overnight stop en route to Cairo.,1943-11-20,1943-11-21
68,president,Franklin D. Roosevelt,Egypt,Cairo,Attended First Cairo Conference with British Prime Minister Churchill and Chinese Generalissimo Chiang Kai-shek.,1943-11-22,1943-11-26
69,president,Franklin D. Roosevelt,Iran,Tehran,Attended Tehran Conference with Soviet Premier Stalin and British Prime Minister Churchill.,1943-11-27,1943-12-02
70,president,Franklin D. Roosevelt,Egypt,Cairo,Attended Second Cairo Conference with British Prime Minister Churchill and Turkish President Inonu.,1943-12-02,1943-12-07
71,president,Franklin D. Roosevelt,Tunisia,Tunis,Conferred with General Eisenhower.,1943-12-07,1943-12-09
72,president,Franklin D. Roosevelt,United Kingdom,Malta,Visited Allied military installations.,1943-12-08,1943-12-08
73,president,Franklin D. Roosevelt,Italy,Castel Ventrano (Sicily),Visited Allied military installations.,1943-12-08,1943-12-08
74,president,Franklin D. Roosevelt,France,Dakar (Senegal),Re-embarked for the U.S.,1943-12-09,1943-12-09
75,president,Franklin D. Roosevelt,Canada,Quebec,Attended Second Quebec Conference with British Prime Minister Churchill.,1944-09-11,1944-09-16
76,president,Franklin D. Roosevelt,United Kingdom,Malta,Attended Malta Conference with Prime Minister Churchill.,1945-02-02,1945-02-02
77,president,Franklin D. Roosevelt,U.S.S.R.,Yalta,Attended Yalta Conference with Soviet Premier Stalin and British Prime Minister Churchill.,1945-02-03,1945-02-12
78,president,Franklin D. Roosevelt,Egypt,Great Bitter Lake,"Met with King Farouk, Ethiopian Emperor Haile Selassie, Saudi Arabian King Ibn Saud, and British Prime Minister Churchill.",1945-02-13,1945-02-15
78,president,Franklin D. Roosevelt,Egypt,Suez Canal,"Met with King Farouk, Ethiopian Emperor Haile Selassie, Saudi Arabian King Ibn Saud, and British Prime Minister Churchill.",1945-02-13,1945-02-15
78,president,Franklin D. Roosevelt,Egypt,Alexandria,"Met with King Farouk, Ethiopian Emperor Haile Selassie, Saudi Arabian King Ibn Saud, and British Prime Minister Churchill.",1945-02-13,1945-02-15
79,president,Franklin D. Roosevelt,France,Algiers (Algeria),"Briefed U.S. Ambassadors to the United Kingdom, France, and Italy on the Yalta Conference.",1945-02-18,1945-02-18
80,president,Harry S. Truman,Belgium,Antwerp,Disembarked en route to Potsdam.,1945-07-15,1945-07-15
80,president,Harry S. Truman,Belgium,Brussels,Disembarked en route to Potsdam.,1945-07-15,1945-07-15
81,president,Harry S. Truman,Germany,Potsdam,Potsdam Conference with British Prime Ministers Churchill and Attlee and Soviet Premier Stalin.,1945-07-16,1945-08-02
82,president,Harry S. Truman,United Kingdom,Plymouth,Informal meeting with King George VI.,1945-08-02,1945-08-02
83,president,Harry S. Truman,United Kingdom,Bermuda,"Informal visit; met with the Governor of Bermuda, Admiral Sir Ralph Leatham, K.C.B. and inspected U.S. military facilities.",1946-08-22,1946-08-30
84,president,Harry S. Truman,Mexico,Mexico,State visit; met with President Alerman.,1947-03-03,1947-03-06
84,president,Harry S. Truman,Mexico,D.F.,State visit; met with President Alerman.,1947-03-03,1947-03-06
85,president,Harry S. Truman,Canada,Ottawa,Official visit; met with Governor General Alexander and Prime Minister Mackenzie King.,1947-06-10,1947-06-12
86,president,Harry S. Truman,Brazil,Rio de Janeiro,State visit; addressed Rio de Janiero Conference for the Maintenance of Continental Peace and Security and the Brazilian Congress.,1947-09-01,1947-09-07
87,president,Dwight D. Eisenhower,"Korea, Republic of",Seoul,Visit to Korean combat zone. [Visit made as President-elect.],1952-12-02,1952-12-05
88,president,Dwight D. Eisenhower,Mexico,Nuevo Guerrero,Dedicated Falcon Dam.,1953-10-19,1953-10-19
89,president,Dwight D. Eisenhower,Canada,Ottawa,State visit; addressed joint session of Parliament.,1953-11-13,1953-11-15
90,president,Dwight D. Eisenhower,United Kingdom,Bermuda,Attended Bermuda Conference with Prime Minister Churchill and French President Laniel.,1953-12-04,1953-12-08
91,president,Dwight D. Eisenhower,Switzerland,Geneva,"Summit conference with British Prime Minister Eden, French Premier Faure, and Soviet Premier Bulganin.",1955-07-16,1955-07-23
92,president,Dwight D. Eisenhower,Panama,Panama City,Attended a meeting of the Presidents of the American Republics.,1956-07-21,1956-07-23
93,president,Dwight D. Eisenhower,United Kingdom,Bermuda,Met with Prime Minister Macmillan.,1957-03-20,1957-03-24
94,president,Dwight D. Eisenhower,France,Paris,Attended meeting of NATO Heads of Government.,1957-12-14,1957-12-19
95,president,Dwight D. Eisenhower,Canada,Ottawa,Informal visit; addressed joint session of Parliament.,1958-07-08,1958-07-11
96,president,Dwight D. Eisenhower,Mexico,Acapulco,Informal meeting with President Lopez Mateos.,1959-02-19,1959-02-20
97,president,Dwight D. Eisenhower,Canada,Montreal,Joined Queen Elizabeth II in ceremony opening St. Lawrence Seaway.,1959-06-26,1959-06-26
98,president,Dwight D. Eisenhower,"Germany, Federal Republic of",Bonn,Informal meeting with Chancellor Adenauer and President Heuss.,1959-08-26,1959-08-27
99,president,Dwight D. Eisenhower,United Kingdom,London,Informal visit; met Prime Minister Macmillan and Queen Elizabeth II.,1959-08-27,1959-09-02
99,president,Dwight D. Eisenhower,United Kingdom,Balmoral,Informal visit; met Prime Minister Macmillan and Queen Elizabeth II.,1959-08-27,1959-09-02
99,president,Dwight D. Eisenhower,United Kingdom,Chequers,Informal visit; met Prime Minister Macmillan and Queen Elizabeth II.,1959-08-27,1959-09-02
100,president,Dwight D. Eisenhower,France,Paris,Informal meeting with President De Gaulle and Italian Premier Segni. Addressed North Atlantic Council.,1959-09-02,1959-09-04
101,president,Dwight D. Eisenhower,United Kingdom,Culzean Castle,Rested before returning to the United States.,1959-09-04,1959-09-07
102,president,Dwight D. Eisenhower,Italy,Rome,Informal visit; met with President Gronchi.,1959-12-04,1959-12-06
103,president,Dwight D. Eisenhower,Vatican City,,Audience with Pope John XXIII.,1959-12-06,1959-12-06
104,president,Dwight D. Eisenhower,Turkey,Ankara,Informal visit; met with President Bayar.,1959-12-06,1959-12-07
105,president,Dwight D. Eisenhower,Pakistan,Karachi,Informal visit; met with President Ayub Khan.,1959-12-07,1959-12-09
106,president,Dwight D. Eisenhower,Afghanistan,Kabul,Informal visit; met with King Mohammed Zahir.,1959-12-09,1959-12-09
107,president,Dwight D. Eisenhower,India,New Delhi,Met with President Prasad and Prime Minister Nehru. Addressed Parliament.,1959-12-09,1959-12-14
107,president,Dwight D. Eisenhower,India,Agra,Met with President Prasad and Prime Minister Nehru. Addressed Parliament.,1959-12-09,1959-12-14
108,president,Dwight D. Eisenhower,Iran,Tehran,Met with Shah Mohammed Reza Pahlavi and addressed Parliament.,1959-12-14,1959-12-14
109,president,Dwight D. Eisenhower,Greece,Athens,"Official visit; met with King Paul, Prime Minister Karamanlis, and addressed Parliament. Traveled by sea from Athens to Tunis.",1959-12-14,1959-12-15
110,president,Dwight D. Eisenhower,Tunisia,Tunis,Met with President Bourguiba.,1959-12-17,1959-12-17
111,president,Dwight D. Eisenhower,France,Toulon,"Conference with President De Gaulle, British Prime Minister Macmillan, and German Chancellor Adenauer.",1959-12-18,1959-12-21
111,president,Dwight D. Eisenhower,France,Paris,"Conference with President De Gaulle, British Prime Minister Macmillan, and German Chancellor Adenauer.",1959-12-18,1959-12-21
112,president,Dwight D. Eisenhower,Spain,Madrid,Met with Generalissimo Franco.,1959-12-21,1959-12-22
113,president,Dwight D. Eisenhower,Morocco,Casablanca,Met with King Mohammed V.,1959-12-22,1959-12-22
114,president,Dwight D. Eisenhower,Brazil,Brasilia,Met with President Kubitschek and addressed Brazilian Congress.,1960-02-23,1960-02-26
114,president,Dwight D. Eisenhower,Brazil,Rio de Janeiro,Met with President Kubitschek and addressed Brazilian Congress.,1960-02-23,1960-02-26
114,president,Dwight D. Eisenhower,Brazil,Sao Paulo,Met with President Kubitschek and addressed Brazilian Congress.,1960-02-23,1960-02-26
115,president,Dwight D. Eisenhower,Argentina,Buenos Aires,Met with President Frondizi.,1960-02-26,1960-02-29
115,president,Dwight D. Eisenhower,Argentina,Mar del Plata,Met with President Frondizi.,1960-02-26,1960-02-29
115,president,Dwight D. Eisenhower,Argentina,San Carlos de Bariloche,Met with President Frondizi.,1960-02-26,1960-02-29
116,president,Dwight D. Eisenhower,Chile,Santiago,Met with President Alessandri.,1960-02-29,1960-03-02
117,president,Dwight D. Eisenhower,Uruguay,Montevideo,Met with President Nardone. Returned to the U.S. via Buenos Aires and Surinam.,1960-03-02,1960-03-03
118,president,Dwight D. Eisenhower,France,Paris,"Conference with President De Gaulle, British Prime Minister Macmillan, and Soviet Premier Khrushchev.",1960-05-15,1960-05-19
119,president,Dwight D. Eisenhower,Portugal,Lisbon,Official visit; met with President Thomaz.,1960-05-19,1960-05-20
120,president,Dwight D. Eisenhower,Philippines,Manila,State visit; met with President Garcia. Traveled by sea from Manila to Taipei.,1960-06-14,1960-06-16
121,president,Dwight D. Eisenhower,Republic of China,Taipei,Met with President Chiang Kai-shek.,1960-06-18,1960-06-19
122,president,Dwight D. Eisenhower,"Korea, Republic of",Seoul,Met with Prime Minister Chung and addressed the National Assembly.,1960-06-19,1960-06-20
123,president,Dwight D. Eisenhower,Mexico,Ciudad Acuna,Informal visit; met with President Lopez Mateos.,1960-10-24,1960-10-24
124,president,John F. Kennedy,Canada,Ottawa,State visit; addressed joint session of Parliament.,1961-05-16,1961-05-18
125,president,John F. Kennedy,France,Paris,State visit; addressed North Atlantic Council and met with President De Gaulle.,1961-05-31,1961-06-03
126,president,John F. Kennedy,Austria,Vienna,Met with President Sehaerf and held talks with Soviet Premier Khrushchev.,1961-06-03,1961-06-04
127,president,John F. Kennedy,United Kingdom,London,Private visit; met with Queen Elizabeth II and Prime Minister Macmillan.,1961-06-04,1961-06-05
128,president,John F. Kennedy,Venezuela,Caracas,Met with President Betancourt.,1961-12-16,1961-12-17
129,president,John F. Kennedy,Colombia,Bogota,Met with President Lleras Camargo.,1961-12-17,1961-12-17
130,president,John F. Kennedy,United Kingdom,Bermuda,Met with Prime Minister Macmillan.,1961-12-21,1961-12-22
131,president,John F. Kennedy,Mexico,Mexico,State visit; met with President Lopez Mateos.,1962-06-29,1962-07-01
131,president,John F. Kennedy,Mexico,D.F.,State visit; met with President Lopez Mateos.,1962-06-29,1962-07-01
132,president,John F. Kennedy,United Kingdom,Nassau (The Bahamas),Conferred with Prime Minister Macmillan; concluded Nassau agreement on nuclear defense systems.,1962-12-18,1962-12-21
133,president,John F. Kennedy,Costa Rica,San Jose,Attended Conference of Presidents of the Central American Republics.,1963-03-18,1963-03-20
134,president,John F. Kennedy,"Germany, Federal Republic of",Bonn,Met with Chancellor Adenauer and other officials.,1963-06-23,1963-06-25
134,president,John F. Kennedy,"Germany, Federal Republic of",Cologne,Met with Chancellor Adenauer and other officials.,1963-06-23,1963-06-25
134,president,John F. Kennedy,"Germany, Federal Republic of",Frankfurt,Met with Chancellor Adenauer and other officials.,1963-06-23,1963-06-25
134,president,John F. Kennedy,"Germany, Federal Republic of",Wiesbaden,Met with Chancellor Adenauer and other officials.,1963-06-23,1963-06-25
135,president,John F. Kennedy,Germany,West Berlin,Delivered several public addresses.,1963-06-26,1963-06-26
136,president,John F. Kennedy,Ireland,Dublin,Addressed Parliament and visited ancestral home.,1963-06-26,1963-06-29
136,president,John F. Kennedy,Ireland,Wexford,Addressed Parliament and visited ancestral home.,1963-06-26,1963-06-29
136,president,John F. Kennedy,Ireland,Cork,Addressed Parliament and visited ancestral home.,1963-06-26,1963-06-29
136,president,John F. Kennedy,Ireland,Galway,Addressed Parliament and visited ancestral home.,1963-06-26,1963-06-29
136,president,John F. Kennedy,Ireland,Limerick,Addressed Parliament and visited ancestral home.,1963-06-26,1963-06-29
137,president,John F. Kennedy,United Kingdom,Birch Grove,Informal visit with Prime Minister Macmillan at his home.,1963-06-29,1963-06-30
137,president,John F. Kennedy,United Kingdom,Sussex,Informal visit with Prime Minister Macmillan at his home.,1963-06-29,1963-06-30
138,president,John F. Kennedy,Italy,Rome,"Met with President Segni, Italian and NATO officials.",1963-07-01,1963-07-02
138,president,John F. Kennedy,Italy,Naples,"Met with President Segni, Italian and NATO officials.",1963-07-01,1963-07-02
139,president,John F. Kennedy,Vatican City,,Audience with Pope Paul VI.,1963-07-02,1963-07-02
140,president,Lyndon B. Johnson,Canada,Vancouver,Informal visit; met with Prime Minister Pearson in ceremonies related to the Columbia River Treaty.,1964-09-16,1964-09-16
141,president,Lyndon B. Johnson,Mexico,Mexico,Informal visit; met with President Gustavo Diaz Ordaz.,1966-04-14,1966-04-15
141,president,Lyndon B. Johnson,Mexico,D.F.,Informal visit; met with President Gustavo Diaz Ordaz.,1966-04-14,1966-04-15
142,president,Lyndon B. Johnson,Canada,Campobello Island,Laid cornerstone at Roosevelt-Campobello International Park and conferred informally with Prime Minister Pearson.,1966-08-21,1966-08-22
142,president,Lyndon B. Johnson,Canada,Chamcook,Laid cornerstone at Roosevelt-Campobello International Park and conferred informally with Prime Minister Pearson.,1966-08-21,1966-08-22
143,president,Lyndon B. Johnson,New Zealand,Wellington,State visit; met with Prime Minister Holyoake.,1966-10-19,1966-10-20
144,president,Lyndon B. Johnson,Australia,Canberra,State visit; met with Governor General Casey and Prime Minister Holt.,1966-10-20,1966-10-23
144,president,Lyndon B. Johnson,Australia,Melbourne,State visit; met with Governor General Casey and Prime Minister Holt.,1966-10-20,1966-10-23
144,president,Lyndon B. Johnson,Australia,Sydney,State visit; met with Governor General Casey and Prime Minister Holt.,1966-10-20,1966-10-23
144,president,Lyndon B. Johnson,Australia,Brisbane,State visit; met with Governor General Casey and Prime Minister Holt.,1966-10-20,1966-10-23
144,president,Lyndon B. Johnson,Australia,Townsville,State visit; met with Governor General Casey and Prime Minister Holt.,1966-10-20,1966-10-23
145,president,Lyndon B. Johnson,Philippines,Manila,"Attended summit conference with the Heads of State and Government of Australia, Korea, New Zealand, the Philippines, Thailand, and Vietnam.",1966-10-24,1966-10-26
145,president,Lyndon B. Johnson,Philippines,Los Banos,"Attended summit conference with the Heads of State and Government of Australia, Korea, New Zealand, the Philippines, Thailand, and Vietnam.",1966-10-24,1966-10-26
145,president,Lyndon B. Johnson,Philippines,Corregidor,"Attended summit conference with the Heads of State and Government of Australia, Korea, New Zealand, the Philippines, Thailand, and Vietnam.",1966-10-24,1966-10-26
146,president,Lyndon B. Johnson,Vietnam,Cam Ranh Bay,Visited U.S. military personnel.,1966-10-26,1966-10-26
147,president,Lyndon B. Johnson,Thailand,Bangkok,State visit; met with King Bhumibol Adulyadej.,1966-10-27,1966-10-30
148,president,Lyndon B. Johnson,Malaysia,Kuala Lumpur,State visit; met with Prime Minister Rahrman.,1966-10-30,1966-10-31
149,president,Lyndon B. Johnson,"Korea, Republic of",Seoul,State visit; met with President Park and Prime Minister Chung.,1966-10-31,1966-11-02
149,president,Lyndon B. Johnson,"Korea, Republic of",Suwon,State visit; met with President Park and Prime Minister Chung.,1966-10-31,1966-11-02
150,president,Lyndon B. Johnson,Mexico,Ciudad Acuna,Informal meeting with President Diaz Ordaz. Inspected construction of Arnistad Dam.,1966-12-03,1966-12-03
151,president,Lyndon B. Johnson,Uruguay,Punta del Este,Summit meeting with Latin American chiefs of state.,1967-04-11,1967-04-14
152,president,Lyndon B. Johnson,Suriname,Paramaribo,Refueling stop en route from Uruguay.,1967-04-14,1967-04-14
153,president,Lyndon B. Johnson,Germany,Bonn,Attended funeral of Chancellor Adenauer and conversed with various heads of state.,1967-04-23,1967-04-26
154,president,Lyndon B. Johnson,Canada,Montreal,Attended Expo 67 and conferred informally with Prime Minister Pearson.,1967-05-25,1967-05-25
154,president,Lyndon B. Johnson,Canada,Ottawa,Attended Expo 67 and conferred informally with Prime Minister Pearson.,1967-05-25,1967-05-25
155,president,Lyndon B. Johnson,Mexico,Ciudad Juarez,Attended transfer of El Chamizal from the US. to Mexico and conferred with President Diaz Ordaz.,1967-10-28,1967-10-28
156,president,Lyndon B. Johnson,Australia,Canberra,Attended funeral of Prime Minister Holt and conferred with other attending heads of state.,1967-12-21,1967-12-22
157,president,Lyndon B. Johnson,Thailand,Khorat,Visited US. military personnel.,1967-12-23,1967-12-23
158,president,Lyndon B. Johnson,Vietnam,Cam Ranh Bay,Visited U.S. military personnel.,1967-12-23,1967-12-23
159,president,Lyndon B. Johnson,Pakistan,Karachi,Met with President Ayub Khan.,1967-12-23,1967-12-23
160,president,Lyndon B. Johnson,Italy,Rome,Met with President Saragat and Prime Minister Moro.,1967-12-23,1967-12-23
161,president,Lyndon B. Johnson,Vatican City,,Audience with Pope Paul VI.,1967-12-23,1967-12-23
162,president,Lyndon B. Johnson,El Salvador,San Salvador,Attended meeting of the Presidents of Central American Republics.,1968-07-08,1968-07-08
163,president,Lyndon B. Johnson,Nicaragua,Managua,Informal visit; met with President Somoza.,1968-07-08,1968-07-08
164,president,Lyndon B. Johnson,Costa Rica,San Jose,Informal visit; met with President Trejos.,1968-07-08,1968-07-08
165,president,Lyndon B. Johnson,Honduras,San Pedro Sula,Informal visit; met with President Lopez Arrelano.,1968-07-08,1968-07-08
166,president,Lyndon B. Johnson,Guatemala,Guatemala City,Informal visit; met with President Mendez.,1968-07-08,1968-07-08
167,president,Richard M. Nixon,Belgium,Brussels,Attended 23d meeting of North Atlantic Council; met with King Baudouin I.,1969-02-23,1969-02-24
168,president,Richard M. Nixon,United Kingdom,London,Informal visit; held conversations with Prime Minister Wilson. Received by Queen Elizabeth II.,1969-02-24,1969-02-26
