event_id,visit_type,name,country,locale,remarks,date_start,date_end
3547,secretary,John Forbes Kerry,Ethiopia,Addis Ababa,Co-convened the 4th Session of the U.S.-AU High Level Dialogue. Met with Somali President Hassan Sheikh Mohamud.,2014-04-30,2014-05-03
3548,secretary,John Forbes Kerry,South Sudan,Juba,"Met with President Salva Kiir, civil society leaders and UNMISS representatives.",2014-05-02,2014-05-02
3549,secretary,John Forbes Kerry,"Congo, Democratic Republic of",Kinshasa,"Met with Foreign Minister Raymond Tshibanda, participants in the Young Africa Leaders Initiative UN Special Representative Martin Kobler, and President Joseph Kabila.",2014-05-03,2014-05-04
3550,secretary,John Forbes Kerry,Angola,Luanda,Met with President Jose Eduardo dos Santos and Foreign Minister Georges Chikoli. Visited a GE facility.,2014-05-04,2014-05-05
3551,secretary,John Forbes Kerry,United Kingdom,London,Attended a meeting of the London 11 (Friends of the Syrian People) and the Syrian Opposition Coalition.,2014-05-15,2014-05-16
3552,secretary,John Forbes Kerry,Mexico,Mexico City,"Met with President Enrico Pena Nieto and Foreign Secretary Jose Antonio Meade. Attended a Joint Bilateral Forum on Higher Education, Innovation, and Research; a CleanTech Challenge Launch event, and a U.S.-Mexico CEO Dialogue dinner.",2014-05-21,2014-05-22
3553,secretary,John Forbes Kerry,Poland,Warsaw,Accompanied President Obama. Signed a Framework Agreement on Innovation. Met with Ukrainian President-elect Petro Poroshenko.,2014-06-03,2014-06-04
3554,secretary,John Forbes Kerry,Lebanon,Beirut,Met with Prime Minister Tammam Salam. Participated in a round-table with non-governmental organizations.,2014-06-04,2014-06-04
3555,secretary,John Forbes Kerry,France,Paris,Accompanied President Obama. Took part in commemorations of the 70th anniversary of the Normandy invasion.,2014-06-05,2014-06-07
3555,secretary,John Forbes Kerry,France,Normandy,Accompanied President Obama. Took part in commemorations of the 70th anniversary of the Normandy invasion.,2014-06-05,2014-06-07
3555,secretary,John Forbes Kerry,France,St. Briac,Accompanied President Obama. Took part in commemorations of the 70th anniversary of the Normandy invasion.,2014-06-05,2014-06-07
3556,secretary,John Forbes Kerry,United Kingdom,London,Attended the Global Summit to end Sexual Violence in Combat.,2014-06-13,2014-06-13
3557,secretary,John Forbes Kerry,Egypt,Cairo,"Met with President Abdel Fattah al-Sisi, Foreign Minister Sameh Shoukry, and Arab League Secretary-General Nabil al-Araby.",2014-06-22,2014-06-22
3558,secretary,John Forbes Kerry,Jordan,Amman,Met with Foreign Minister Nasser Judeh.,2014-06-22,2014-06-22
3559,secretary,John Forbes Kerry,Iraq,Baghdad,"Met with President Nouri al-Maliki and Iraqi political leaders, and with Kurdistan regional leaders in Erbil.",2014-06-23,2014-06-24
3559,secretary,John Forbes Kerry,Iraq,Erbil,"Met with President Nouri al-Maliki and Iraqi political leaders, and with Kurdistan regional leaders in Erbil.",2014-06-23,2014-06-24
3560,secretary,John Forbes Kerry,Belgium,Brussels,Attended a NATO Foreign Ministers’ Meeting.,2014-06-24,2014-06-26
3561,secretary,John Forbes Kerry,France,Paris,"Met with Foreign Minister Laurent Fabius and with the Foreign Ministers of Israel, Saudi Arabia, the United Arab Emirates, and Jordan.",2014-06-26,2014-06-27
3562,secretary,John Forbes Kerry,Saudi Arabia,Jeddah,Met with King Abdullah bin Abdulaziz al-Saud and Syrian Opposition Coalition President Ahmad Jarba.,2014-06-27,2014-06-27
3563,secretary,John Forbes Kerry,Panama,Panama City,"Attended the inauguration of President Juan Carlos Varela Rodriguez. Met with the Presidents of El Salvador, Guatemala, and Honduras.",2014-07-01,2014-07-01
3564,secretary,John Forbes Kerry,"China, People’s Republic of",Beijing,Attended the Sixth Round of the U.S.-China Strategic and Economic Dialogue.,2014-07-08,2014-07-10
3565,secretary,John Forbes Kerry,Afghanistan,Kabul,"Met with President Hamid Karzai, Afghan political leaders, and the head of the UN Assistance Mission.",2014-07-11,2014-07-12
3566,secretary,John Forbes Kerry,Austria,Vienna,Met with Iranian Foreign Minister Javad Zarif and various P5+1 Foreign Ministers.,2014-07-13,2014-07-15
3567,secretary,John Forbes Kerry,Egypt,Cairo,"Discussed the Gaza crisis with UN Secretary-General Ban Ki-Moon, Arab League Secretary-General Nabil al-Araby, President Abdel Fattah al-Sisi, and Foreign Minister Sameh Shoukry.",2014-07-21,2014-07-23
3568,secretary,John Forbes Kerry,Israel,Jerusalem,Met with UN Secretary-General Ban Ki-Moon and Prime Minister Benjamin Netanyahu.,2014-07-23,2014-07-23
3568,secretary,John Forbes Kerry,Israel,Tel Aviv,Met with UN Secretary-General Ban Ki-Moon and Prime Minister Benjamin Netanyahu.,2014-07-23,2014-07-23
3569,secretary,John Forbes Kerry,Palestinian Authority,Ramallah,Met with President Mahmoud Abbas.,2014-07-23,2014-07-23
3570,secretary,John Forbes Kerry,Egypt,Cairo,"Discussed the Gaza crisis with UN Secretary-General Ban Ki-Moon, Arab League Secretary-General Nabil al-Araby, President Abdel Fattah al-Sisi, and Foreign Minister Sameh Shoukry.",2014-07-24,2014-07-25
3571,secretary,John Forbes Kerry,France,Paris,"Met with the Foreign Ministers of France, the United Kingdom, Germany, Italy, Qatar, and Turkey.",2014-07-25,2014-07-26
3572,secretary,John Forbes Kerry,India,New Delhi,Attended the 5th U.S.-India Strategic Dialogue.,2014-07-29,2014-08-01
3573,secretary,John Forbes Kerry,Afghanistan,Kabul,Met with President Hamid Karzai and presidential candidates Abdullah Abdullah and Ashraf Ghani.,2014-08-07,2014-08-08
3574,secretary,John Forbes Kerry,Burma,Nay Pyi Taw,"Attended the U.S.-ASEAN and Lower Mekong Initiatives, the ASEAN Regional Forum, and the East Asia Summit ministerial meetings.",2014-08-09,2014-08-10
3574,secretary,John Forbes Kerry,Burma,Rangoon,"Attended the U.S.-ASEAN and Lower Mekong Initiatives, the ASEAN Regional Forum, and the East Asia Summit ministerial meetings.",2014-08-09,2014-08-10
3575,secretary,John Forbes Kerry,Australia,Sydney,Attended the Australia-U.S. Ministerial Consultations.,2014-08-11,2014-08-13
3576,secretary,John Forbes Kerry,Solomon Islands,Honiara,Met with Governor General Frank Kabui and Prime Minister Gordon Lilo. Attended wreath-laying ceremonies at the Guadalcanal American Memorial and the Solomons Scouts and Coastwatchers Memorial.,2014-08-13,2014-08-13
3577,secretary,John Forbes Kerry,United Kingdom (Wales),Newtown,Accompanied President Obama to the NATO Summit Meeting.,2014-09-04,2014-09-05
3577,secretary,John Forbes Kerry,United Kingdom (Wales),Cardiff,Accompanied President Obama to the NATO Summit Meeting.,2014-09-04,2014-09-05
3578,secretary,John Forbes Kerry,Iraq,Baghdad,"Met with President Fuad Masum, Prime Minister Haidar al-Abadi, Foreign Minister Ibrahim al-Ja’fari, and Council of Representatives Speaker Salim al-Jabouri.",2014-09-10,2014-09-10
3579,secretary,John Forbes Kerry,Jordan,Amman,Met with King Abdullah II.,2014-09-10,2014-09-11
3580,secretary,John Forbes Kerry,Saudi Arabia,Jeddah,"Met with King Abdullah, attended a meeting of the Gulf Cooperation Council and Regional Partners, and met with representatives of the Organization of the Islamic Conference.",2014-09-11,2014-09-12
3581,secretary,John Forbes Kerry,Turkey,Ankara,"Met with President Recep Tayyip Erdogan, Prime Minister Ahmed Davutoglu, and Foreign Minister Mevlut Cavusoglu.",2014-09-12,2014-09-13
3582,secretary,John Forbes Kerry,Egypt,Cairo,"Met with President Abdel Fattah al-Sisi, Foreign Minister Sameh Shoukry, and Arab League Secretary-General Nabil al-Araby.",2014-09-13,2014-09-14
3583,secretary,John Forbes Kerry,France,Paris,Attended the International Conference on Peace and Security in Iraq.,2014-09-14,2014-09-15
3584,secretary,John Forbes Kerry,Egypt,Cairo,Attended the Gaza Donors Conference.,2014-10-12,2014-10-13
3585,secretary,John Forbes Kerry,France,Paris,"Met with Foreign Minister Laurent Fabius, Russian Foreign Minister Sergei Lavrov, and Libyan Foreign Minister Mohammed al-Dairi.",2014-10-13,2014-10-14
3586,secretary,John Forbes Kerry,Austria,Vienna,Trilateral meeting with EU High Representative Lady Catherine Ashton and Iranian Foreign Minister Mohammad Javad Zarif.,2014-10-15,2014-10-15
3587,secretary,John Forbes Kerry,Indonesia,Jakarta,Attended the inauguration of Joko Widodo.,2014-10-20,2014-10-21
3588,secretary,John Forbes Kerry,Germany,Berlin,Met with Chancellor Angela Merkel and Foreign Minister Frank-Walter Steinmeier.,2014-10-21,2014-10-22
3589,secretary,John Forbes Kerry,Canada,Ottawa,Met with Prime Minister Stephen Harper and Foreign Minister John Baird.,2014-10-28,2014-10-28
3590,secretary,John Forbes Kerry,France,Paris,"Met with Foreign Minister Laurent Fabius, Jordanian Foreign Minister Nasser Judeh and Quartet Representative Tony Blair.",2014-11-04,2014-11-06
3591,secretary,John Forbes Kerry,"China, People’s Republic of",Beijing,Attended the APEC Ministerial Meeting.,2014-11-07,2014-11-08
3592,secretary,John Forbes Kerry,Oman,Muscat,Attended a trilateral meeting with EU High Representative Lady Catherine Ashton and Iranian Foreign Minister Mohammad Javad Zarif.,2014-11-09,2014-11-11
3593,secretary,John Forbes Kerry,"China, People’s Republic of",Beijing,Accompanied President Obama.,2014-11-11,2014-11-12
3594,secretary,John Forbes Kerry,Jordan,Amman,"Met with King Abdullah II, Foreign Minister Nasser Judeh, and Palestinian Authority President Mahmoud Abbas. Attended a bilateral meeting of King Abdullah II and Israeli Prime Minister Benjamin Netanyahu.",2014-11-12,2014-11-13
3595,secretary,John Forbes Kerry,United Kingdom,London,Attended EU/P5+1 negotiations with Iran.,2014-11-18,2014-11-20
3596,secretary,John Forbes Kerry,Austria,Vienna,"Attended meetings with the P5+1 representatives, EU High Representative Ashton, and Iranian Foreign Minister Zarif.",2014-11-20,2014-11-24
3597,secretary,John Forbes Kerry,Belgium,Brussels,"Attended the NATO Foreign Ministers meeting, the first ministerial meeting of the Counter-ISIL Coalition, and the 6th U.S.-EU Energy Council meeting.",2014-12-01,2014-12-03
3598,secretary,John Forbes Kerry,Switzerland,Basel,Attended an OSCE Ministerial Meeting.,2014-12-03,2014-12-04
3599,secretary,John Forbes Kerry,United Kingdom,London,Attended the Conference on Afghanistan.,2014-12-04,2014-12-05
3600,secretary,John Forbes Kerry,Peru,Lima,Met with President Ollanta Humala Tasso and French Foreign Minister Fabius. Addressed the COP-20.,2014-12-11,2014-12-11
3601,secretary,John Forbes Kerry,Colombia,Bogota,Met with President Juan Manuel Santos and Foreign Minister Maria Angela Holguin.,2014-12-12,2014-12-12
3602,secretary,John Forbes Kerry,Italy,Rome,Met with Russian Foreign Minister Sergei Lavrov and Israeli Prime Minister Benjamin Netanyahu.,2014-12-14,2014-12-15
3603,secretary,John Forbes Kerry,France,Paris,Met with the EU3 Foreign Ministers.,2014-12-15,2014-12-15
3604,secretary,John Forbes Kerry,United Kingdom,London,Met with the Arab League Special Committee and with Quartet Representative Tony Blair.,2014-12-16,2014-12-16
3605,secretary,John Forbes Kerry,Germany,Munich,Met with Sultan Qaboos of Oman.,2015-01-10,2015-01-10
3606,secretary,John Forbes Kerry,India,Ahmedabad,Attended the Vibrant Gujerat Global Investors Summit.,2015-01-11,2015-01-12
3607,secretary,John Forbes Kerry,Pakistan,Islamabad,Attended the Second U.S.-Pakistan Strategic Dialogue Ministerial meeting.,2015-01-12,2015-01-14
3608,secretary,John Forbes Kerry,Switzerland,Geneva,Met with UN Special Envoy for Syria Steffan de Mistura and Iranian Foreign Minister Mohammed Javad Zarif.,2015-01-14,2015-01-14
3609,secretary,John Forbes Kerry,Bulgaria,Sofia,"Met with President Rosen Plevneliev, Prime Minister Boyko Borissov, Foreign Minister Daniel Mitov, and British Foreign Secretary Phillp Hammond.",2015-01-14,2015-01-15
3610,secretary,John Forbes Kerry,France,Paris,"Met with President Francois Hollande, Foreign Minister Laurent Fabius, Mayor Anne Hidlago, and Iranian Foreign Minister Mohammed Javad Zarif.",2015-01-16,2015-01-16
3611,secretary,John Forbes Kerry,United Kingdom,London,Attended a meeting of the Counter-ISIL Coalition Small Group and met with Foreign Secretary Philip Hammond.,2015-01-22,2015-01-22
3612,secretary,John Forbes Kerry,Switzerland,Davos,Attended the World Economic Forum.,2015-01-22,2015-01-24
3613,secretary,John Forbes Kerry,Nigeria,Lagos,Met with President Goodluck Jonathan and presidential candidate Muhammedu Buhari.,2015-01-24,2015-01-25
3614,secretary,John Forbes Kerry,Switzerland,Geneva,Met with members of the U.S. Mission.,2015-01-26,2015-01-26
3615,secretary,John Forbes Kerry,Saudi Arabia,Riyadh,Accompanied President Obama to offer condolences to King Salman bin Abd al Aziz bin Saud after the passing of King Abdullah.,2015-01-27,2015-01-27
3616,secretary,John Forbes Kerry,Ukraine,Kyiv,Met with President Petro Poroshenko and Prime Minister Arseniy Yatsenyuk.,2015-02-05,2015-02-06
3617,secretary,John Forbes Kerry,Germany,Munich,Attended the 51st Munich Security Conference.,2015-02-06,2015-02-08
3618,secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Philip Hammond.,2015-02-21,2015-02-22
3619,secretary,John Forbes Kerry,Switzerland,Geneva,Met with Iranian Foreign Minister Mohammed Javad Zarif.,2015-02-22,2015-02-23
3620,secretary,John Forbes Kerry,Switzerland,Geneva,Attended the 28th Session of the UN Human Rights Commission and met with Russian Foreign Minister Sergei Lavrov. Met with Iranian Foreign Minister Mohammed Javad Zarif in Montreux.,2015-03-02,2015-03-04
3620,secretary,John Forbes Kerry,Switzerland,Montreux,Attended the 28th Session of the UN Human Rights Commission and met with Russian Foreign Minister Sergei Lavrov. Met with Iranian Foreign Minister Mohammed Javad Zarif in Montreux.,2015-03-02,2015-03-04
3621,secretary,John Forbes Kerry,Saudi Arabia,Riyadh,Met with King Salman and Foreign Minister Saud al-Faisal and attended a meeting of Gulf Cooperation Council Foreign Ministers.,2015-03-04,2015-03-06
3622,secretary,John Forbes Kerry,United Kingdom,London,Met with Gulf Cooperation Council Foreign Ministers.,2015-03-06,2015-03-06
3623,secretary,John Forbes Kerry,France,Paris,"Met with the Foreign Ministers of France, Germany, and the United Kingdom, and with EU High Representative Federica Mogherini.",2015-03-07,2015-03-07
3624,secretary,John Forbes Kerry,Egypt,Sharm el-Sheikh,Attended the Egypt Economic Development Conference.,2015-03-13,2015-03-15
3625,secretary,John Forbes Kerry,Switzerland,Lausanne,Attended the P5 + 1 negotiations with Iran.,2015-03-15,2015-03-21
3626,secretary,John Forbes Kerry,United Kingdom,London,"Met with the Foreign Ministers of France, Germany, and the United Kingdom, and with EU High Representative Federica Mogherini.",2015-03-21,2015-03-21
3627,secretary,John Forbes Kerry,Switzerland,Lausanne,Attended the P5 + 1 negotiations with Iran.,2015-03-27,2015-04-02
3628,secretary,John Forbes Kerry,Panama,Panama City,Attended the Seventh Summit of the Americas.,2015-04-09,2015-04-10
3629,secretary,John Forbes Kerry,Germany,Lubeck,Attended the G-7 Foreign Ministers Meeting.,2015-04-14,2015-04-15
3630,secretary,John Forbes Kerry,Canada,Iqaluit,Attended the Arctic Council Ministerial meeting.,2015-04-24,2015-04-24
3631,secretary,John Forbes Kerry,Sri Lanka,Colombo,"Met with President Maithripala Sirisena, Prime Minister Ranil Wikremesinghe, and Foreign Minister Mangala Samaraweera.",2015-05-02,2015-05-03
3632,secretary,John Forbes Kerry,Kenya,Nairobi,Met with President Uhuru Kenyatta and Chief Justice Willy Mutunga. Visited the Dadaab refugee camp.,2015-05-03,2015-05-05
3633,secretary,John Forbes Kerry,Somalia,Mogadishu,"Met with President Hassan Sheikh Mahmoud, Prime Minister Omar Abdirashid Ali Sharmarke and regional leaders. Announced plans to re-establish a U.S. Embassy.",2015-05-05,2015-05-06
3634,secretary,John Forbes Kerry,Djibouti,Djibouti City,President Ismail Omar Guelleh and Foreign Minister Mahamoud Ali Youssouf.,2015-05-06,2015-05-06
3635,secretary,John Forbes Kerry,Saudi Arabia,Riyadh,"Met with King Salman, Crown Prince Mohammed bin Nayef, Foreign Minister Adel al-Jubeir, and Yemeni President Abd Rabbuh Mansur Hadi.",2015-05-06,2015-05-07
3636,secretary,John Forbes Kerry,France,Paris,"Attended ceremonies commemorating the 70th anniversary of VE-Day, Met with Foreign Minister Laurent Fabius and with the Gulf Cooperation Council Foreign Ministers.",2015-05-08,2015-05-08
3637,secretary,John Forbes Kerry,Russia,Sochi,Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.,2015-05-12,2015-05-12
3638,secretary,John Forbes Kerry,Turkey,Antalya,Attended a NATO Foreign Ministers Meeting.,2015-05-12,2015-05-13
3639,secretary,John Forbes Kerry,"China, People’s Republic of",Beijing,"Met with Foreign Minister Wang Yi, Premier Li Keqiang, State Counselor Yang Jiechi, and President Xi Jingping.",2015-05-16,2015-05-17
3640,secretary,John Forbes Kerry,"Korea, Republic of",Seoul,Met with Foreign Minister Yun Byung-Se and President Park Geun-Hye.,2015-05-17,2015-05-18
3641,secretary,John Forbes Kerry,Nigeria,Abuja,Attended the inauguration of President Muhammedu Buhari.,2015-05-29,2015-05-29
3642,secretary,John Forbes Kerry,Switzerland,Geneva,Met with Iranian Foreign Minister Mohammad Javad Zarif.,2015-05-29,2015-05-30
3643,secretary,John Forbes Kerry,Austria,Vienna,Met with Iranian Foreign Minister Mohammad Javad Zarif and the Foreign Ministers of the P5+ 1. Negotiated Joint Comprehensive Plan of Action concerning Iran’s nuclear energy program.,2015-06-26,2015-07-14
3644,secretary,John Forbes Kerry,Egypt,Cairo,Co-chaired U.S.-Egypt Strategic Dialogue.,2015-08-02,2015-08-03
3645,secretary,John Forbes Kerry,Qatar,Doha,Met with the Foreign Ministers of the Gulf Cooperation Council.,2015-08-03,2015-08-03
3646,secretary,John Forbes Kerry,Singapore,Singapore,Met with Prime Minister Lee Hsien Loung and Foreign Minister K. Shanmugan. Delivered an address at Singapore Management University.,2015-08-04,2015-08-04
3647,secretary,John Forbes Kerry,Malaysia,Kuala Lumpur,Attended the ASEAN Regional Forum.,2015-08-04,2015-08-06
3648,secretary,John Forbes Kerry,Vietnam,Hanoi,Met with Deputy Prime Minister/Foreign Minister Pham Binh Minh and commemorated the 20th anniversary of the establishment of diplomatic relations.,2015-08-06,2015-08-08
3649,secretary,John Forbes Kerry,Cuba,Havana,Formally inaugurated the U.S. Embassy. Met with Foreign Minister Bruno Eduardo Rodrigues Parilla.,2015-08-14,2015-08-14
3650,secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Philip Hammond and UAE Foreign Minister Abdullah bin Zayed.,2015-09-18,2015-09-19
3651,secretary,John Forbes Kerry,Germany,Berlin,Met with Foreign Minister Frank-Walter Steinmeier.,2015-09-20,2015-09-20
3652,secretary,John Forbes Kerry,Chile,Valparaiso,Attended the second Our Ocean Conference.,2015-10-05,2015-10-05
3653,secretary,John Forbes Kerry,Haiti,Port-au-Prince,Met with President Michel Martelly.,2015-10-06,2015-10-06
3654,secretary,John Forbes Kerry,Italy,Milan,"Commemorated World Food Day, visited the USA Pavilion at Malan EXPO 2015, and met with Foreign Minister Paolo Gentiloni.",2015-10-16,2015-10-17
3655,secretary,John Forbes Kerry,France,Paris,Addressed the UNESCO Executive Board.,2015-10-18,2015-10-18
3656,secretary,John Forbes Kerry,Spain,Madrid,"Met with King Felipe VI, President Mariano Rajoy, and Foreign Minister Jose Manuel Garcia-Margallo.",2015-10-18,2015-10-19
3657,secretary,John Forbes Kerry,Germany,Berlin,"Met with Foreign Minister Frank-Walter Steinmeier, Israeli Prime Minister Benjamin Netanyahu, and EU High Representative Federica Mogherini.",2015-10-22,2015-10-22
3658,secretary,John Forbes Kerry,Austria,Vienna,"Met with Quartet representatives and the Foreign Ministers of Russia, Turkey, and Saudi Arabia.",2015-10-23,2015-10-23
3659,secretary,John Forbes Kerry,Saudi Arabia,Riyadh,"Met with King Salman, Foreign Minister Adel al-Jubeir, Crown Prince Mohammed bin Nayef, and Deputy Crown Prince Mohammed bin Salman.",2015-10-24,2015-10-24
3660,secretary,John Forbes Kerry,Austria,Vienna,"Met with Austrian Foreign Minister Sebastian Kurz, UN Special Envoy for Syria Steffan de Mistura, and the Foreign Ministers of Iran, Russia, Saudi Arabia, and Turkey. Attended a meeting on Syria.",2015-10-29,2015-10-31
3661,secretary,John Forbes Kerry,Kyrgyzstan,Bishkek,"Attended the dedication of a new Embassy compound, Met with President Almazbek Atambaev and Foreign Minister Erlan Abdyldaev. Addressed the American University of Central Asia.",2015-10-31,2015-11-01
3662,secretary,John Forbes Kerry,Uzbekistan,Samarkand,"Met with President Islam Karimov and the Foreign Ministers of Kazakhstan, Kyryzstan, Tajikistan, Turkmenistan, and Uzbekistan.",2015-11-01,2015-11-01
3663,secretary,John Forbes Kerry,Kazakhstan,Astana,Met with President Nursultan Nazarbayev and attended the Fourth U.S. Kazakhstan Strategic Partnership Dialogue.,2015-11-02,2015-11-02
3664,secretary,John Forbes Kerry,Tajikistan,Dushanbe,Met with President Emomali Rahmon.,2015-11-03,2015-11-03
3665,secretary,John Forbes Kerry,Turkmenistan,Ashgabat,Met with President Gurbanguly Berdimuhamedow.,2015-11-03,2015-11-03
3666,secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Philip Hammond.,2015-11-03,2015-11-04
3667,secretary,John Forbes Kerry,Tunisia,Tunis,Attended the U.S.-Tunisia Strategic Dialogue Plenary.,2015-11-13,2015-11-13
3668,secretary,John Forbes Kerry,Austria,Vienna,"Met with the Foreign Ministers of Saudi Arabia, Turkey, Russia, and Iran, and with UN Special Envoy for Syria Steffan de Mistura. Attended a meeting on Syria.",2015-11-13,2015-11-14
3669,secretary,John Forbes Kerry,Turkey,Antalya,Attended the G-20 Leadership Summit.,2015-11-15,2015-11-16
3670,secretary,John Forbes Kerry,France,Paris,Met with President Francois Hollande and Foreign Minister Laurent Fabius.,2015-11-16,2015-11-17
3671,secretary,John Forbes Kerry,United Arab Emirates,Abu Dhabi,Met with Crown Prince Mohammed bin Zayed and with the Foreign Ministers of the United Arab Emirates and Saudi Arabia.,2015-11-23,2015-11-23
3672,secretary,John Forbes Kerry,Israel,Jerusalem,"Met with President Reuven Rivlin, Prime Minister Benjamin Netanyahu, and Opposition leader Yitzhak Herzog.",2015-11-24,2015-11-24
3673,secretary,John Forbes Kerry,Palestinian Authority,Ramallah,Met with President Mahmoud Abbas.,2015-11-24,2015-11-24
3674,secretary,John Forbes Kerry,France,Paris,Attended the UN Climate Change Summit and met with Egyptian Foreign Minister Sameh Shoukry.,2015-12-01,2015-12-01
3675,secretary,John Forbes Kerry,Belgium,Brussels,Attended a NATO Foreign Ministers’ Meeting.,2015-12-01,2015-12-02
3676,secretary,John Forbes Kerry,Kosovo,Pristina,Met with President Isa Mustafa.,2015-12-02,2015-12-02
3677,secretary,John Forbes Kerry,Serbia,Belgrade,Attended an OSCE Ministerial Meeting and a meeting of OSCE Minsk Group Co-Chair Countries. Met with Prime Minister Aleksandar Vucic and Ukrainian Foreign Minister Pavlo Klimkin.,2015-12-02,2015-12-03
3678,secretary,John Forbes Kerry,Cyprus,Nicosia,"Met with President Nicos Anastasiades, Foreign Minister Ioannis Kasoulides, Turkish Cypriot leader Mustafa Akinci, and UN Special Adviser Espen Barth Eide.",2015-12-03,2015-12-03
3679,secretary,John Forbes Kerry,Greece,Athens,Met with Prime Minister Alexis Tsipras and Foreign Minister Nikos Kotzias. Visited migrants and volunteers.,2015-12-04,2015-12-04
3680,secretary,John Forbes Kerry,France,Paris,Attended the UN Climate Change Summit.,2015-12-08,2015-12-12
3681,secretary,John Forbes Kerry,Italy,Rome,Attended a Ministerial Meeting on Libya.,2015-12-12,2015-12-15
3682,secretary,John Forbes Kerry,France,Paris,Attended a Ministerial Meeting on Syria.,2015-12-14,2015-12-14
3683,secretary,John Forbes Kerry,Russia,Moscow,Met with President Vladimir Putin and Foreign Minister Sergey Lavrov.,2015-12-15,2015-12-15
3684,secretary,John Forbes Kerry,United Kingdom,London,Discussed the Syrian crisis with Saudi Foreign Ministe Adel al-Jubeir.,2016-01-13,2016-01-15
3685,secretary,John Forbes Kerry,Austria,Vienna,Discussed the Joint Comprehensive Plan of Action with Iranian Foreign Minister Javad Zarif and EU High Representative Federica Mogherini.,2016-01-16,2016-01-16
3686,secretary,John Forbes Kerry,Switzerland,Zurich,Discussed the Syrian and Ukrainian crises with Russian Foreign Minister Sergei Lavrov. Attended the World Economic Forum Annual Meeting.,2016-01-20,2016-01-22
3686,secretary,John Forbes Kerry,Switzerland,Davos,Discussed the Syrian and Ukrainian crises with Russian Foreign Minister Sergei Lavrov. Attended the World Economic Forum Annual Meeting.,2016-01-20,2016-01-22
3687,secretary,John Forbes Kerry,Saudi Arabia,Riyadh,"Met with Foreign Minister Adel al-Jubeir, members of the Syrian Opposition’s High Negotiations Committee, and with the Foreign Ministers of the Gulf Cooperation Council states.",2016-01-23,2016-01-25
3688,secretary,John Forbes Kerry,Laos,Vientiane,Met with Prime Minister Thongsing Thammavong and Foreign Minister Thongloun Sisoulith. Addressed a YSEALI Interaction Event.,2016-01-25,2016-01-25
3689,secretary,John Forbes Kerry,Cambodia,Phnom Penh,Met with Prime Minister Hun Sen and Foreign Minister Hor Namhong.,2016-01-26,2016-01-26
3690,secretary,John Forbes Kerry,"China, People’s Republic of",Beijing,"Met with President Xi Jinping, Foreign Minister Wang Li, and State Councilor Jang Jiechi.",2016-01-27,2016-01-27
3691,secretary,John Forbes Kerry,Canada,Quebec,Attended the North American Foreign Ministerial Meeting.,2016-01-29,2016-01-29
3692,secretary,John Forbes Kerry,Italy,Rome,Attended a Ministerial Meeting of the Small Group of the Global Coalition to Counter ISIL.,2016-02-01,2016-02-02
3693,secretary,John Forbes Kerry,United Kingdom,London,Attended the Fourth Syria Donors Conference.,2016-02-03,2016-02-04
3694,secretary,John Forbes Kerry,Germany,Munich,Attended the 52nd Munich Security Conference and an International Syria Support Group meeting.,2016-02-10,2016-02-14
3695,secretary,John Forbes Kerry,Albania,Tirana,Met with Prime Minister Edi Rama.,2016-02-14,2016-02-14
3696,secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Philip Hammond.,2016-02-19,2016-02-20
3697,secretary,John Forbes Kerry,Jordan,Amman,"Met with King Abdullah II, Foreign Minister Nasser Judeh, and Palestinian Authority President Mahmoud Abbas.",2016-02-20,2016-02-21
3698,secretary,John Forbes Kerry,Saudi Arabia,Hafr al-Batin,"Met with King Salman bin Abdulaziz al-Saud, Crown Prince Mohammed bin Nayef, Deputy Crown Prince Mohammad bin Salman al-Saud, and Foreign Minister Adel al-Jubeir.",2016-03-11,2016-03-12
3699,secretary,John Forbes Kerry,France,Paris,"Met with the Foreign Ministers of France, Germany, Italy, and the United Kingdom, and with EU High Representative Mogherini.",2016-03-12,2016-03-13
3700,secretary,John Forbes Kerry,Cuba,Havana,Accompanied President Obama.,2016-03-21,2016-03-22
3701,secretary,John Forbes Kerry,Russia,Moscow,Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.,2016-03-23,2016-03-24
3702,secretary,John Forbes Kerry,Belgium,Brussels,Met with Belgian and EU officials and expressed condolences following a March 22 terrorist attack.,2016-03-25,2016-03-25
3703,secretary,John Forbes Kerry,Bahrain,Manama,Attended a ministerial meeting of the Gulf Cooperation Council.,2016-04-06,2016-04-08
3704,secretary,John Forbes Kerry,Iraq,Baghdad,"Met with Prime Minister Haider al-Abadi, Foreign Minister Ibrahim al-Jaafari, Council of Representatives Speaker Saleem al Jabouri, and Kurdish Regional Government Prime Minister Nechrivan Barzani.",2016-04-08,2016-04-08
3705,secretary,John Forbes Kerry,Afghanistan,Kabul,Attended the third meeting of the U.S.-Afghanistan Bilateral Commission.,2016-04-09,2016-04-09
3706,secretary,John Forbes Kerry,Japan,Hiroshima,Attended a G-7 ministerial meeting.,2016-04-10,2016-04-11
